Region,City,Latitude,Longitude,Season,Rainfall,Temperature,Humidity,SoilMoisture,RiverLevel,WindSpeed,Pressure,PopulationDensity,InfrastructureIndex,PrimaryThreat,RiskLevel
West Bengal,Kolkata,22.624657471942466,88.37072569567229,Winter,40.9,35.0,59.4,17.8,3.33,7.6,1011.8,24473,8.7,None,Low
Uttarakhand,Dehradun,30.223180868908152,78.00256294882088,Post-Monsoon,44.1,35.3,66.3,69.0,2.83,14.1,1010.0,15885,8.8,None,Low
Tamil Nadu,Chennai,12.996862283461251,80.21986837117564,Monsoon,427.7,33.5,70.4,92.1,6.75,19.2,1007.8,3441,6.0,None,Low
Delhi,New Delhi,28.699573360618633,77.26086821729682,Winter,27.3,34.6,28.3,37.4,3.03,9.9,1002.4,8909,6.0,None,Low
Odisha,Bhubaneswar,20.251132680825986,85.86200650242695,Winter,20.6,12.7,26.3,55.3,2.95,7.0,1007.4,6552,3.9,None,Low
Tamil Nadu,Chennai,13.10759054004959,80.33373324278577,Monsoon,732.9,10.4,92.7,91.4,6.42,8.6,1008.3,7101,4.1,None,Low
West Bengal,Kolkata,22.595919296848685,88.30484543853845,Summer,1.5,35.4,26.1,10.0,1.98,11.1,1008.0,24899,5.9,Drought,Moderate
Odisha,Bhubaneswar,20.25980338331079,85.80353622326501,Winter,10.8,20.9,47.3,17.0,4.86,9.2,1008.1,13194,2.6,None,Low
Kerala,Kochi,9.839898366653664,76.24390503979816,Winter,24.4,17.1,36.4,16.8,1.22,14.2,1014.6,9306,5.5,None,Low
Tamil Nadu,Chennai,13.106618310637483,80.27728534816539,Post-Monsoon,20.3,18.2,21.4,33.5,3.44,17.7,1014.1,12622,5.3,None,Low
Odisha,Bhubaneswar,20.34657080011616,85.85459693821409,Winter,49.0,17.5,48.9,49.4,1.02,7.3,1006.6,2625,3.8,None,Low
Uttarakhand,Dehradun,30.298489913159695,78.06922990362365,Summer,15.2,39.4,16.1,19.9,2.37,14.3,1002.6,24297,7.3,None,Low
Maharashtra,Mumbai,19.118424039414883,72.87305672665889,Post-Monsoon,16.5,25.0,53.9,51.4,1.87,16.6,1012.6,20126,8.4,None,Low
West Bengal,Kolkata,22.49440671374045,88.32965049723794,Post-Monsoon,28.8,16.7,67.3,55.5,2.02,11.0,1009.5,9819,2.2,None,Low
Assam,Guwahati,26.05974148201332,91.7197916071421,Winter,44.1,19.5,77.6,32.7,2.05,9.5,1006.7,3695,7.7,None,Low
Uttarakhand,Dehradun,30.32366034167014,78.03228973251738,Post-Monsoon,16.0,35.5,24.5,51.2,1.55,8.6,1001.7,19413,2.5,None,Low
Gujarat,Ahmedabad,23.08283579610166,72.60235643937814,Post-Monsoon,30.5,20.8,70.0,42.8,1.22,16.6,1012.1,23145,2.8,None,Low
Delhi,New Delhi,28.668816672925992,77.2903104080476,Post-Monsoon,2.7,18.9,41.2,17.7,4.91,8.9,1007.5,3112,2.9,None,Low
Odisha,Bhubaneswar,20.20526968904611,85.85011844897885,Monsoon,530.0,26.8,99.7,86.7,7.79,9.4,1013.6,7669,8.8,Flood,Moderate
Uttarakhand,Dehradun,30.33425034715273,77.95977821320577,Summer,40.9,39.6,31.7,3.0,1.43,10.0,1014.6,18183,8.7,None,Low
Gujarat,Ahmedabad,23.010559565188945,72.47436849496239,Winter,38.7,12.1,30.9,51.6,2.96,5.0,1009.9,7802,7.6,None,Low
West Bengal,Kolkata,22.532242411210362,88.31244074998689,Winter,5.4,30.9,79.0,60.0,4.09,15.2,1009.8,20153,2.4,None,Low
Maharashtra,Mumbai,19.111025298310103,72.93850277374656,Post-Monsoon,31.7,37.1,29.5,41.7,4.54,17.8,1006.5,1283,2.1,None,Low
Assam,Guwahati,26.109968390081907,91.70284897892479,Post-Monsoon,12.6,33.4,74.3,63.3,3.69,12.3,1000.8,12214,6.7,None,Low
Gujarat,Ahmedabad,23.10156136777841,72.63426705422748,Monsoon,185.5,31.7,89.3,85.6,3.54,13.3,1014.3,15762,3.0,None,Low
Odisha,Bhubaneswar,20.268892268932756,85.89860340621627,Monsoon,298.8,34.8,79.0,95.4,4.86,18.1,1003.9,17722,4.8,None,Low
Assam,Guwahati,26.131837774446662,91.65846136608383,Monsoon,605.2,34.7,86.5,88.5,7.06,5.3,1000.1,22973,6.1,Flood,High
Kerala,Kochi,9.990432978339294,76.28687273201407,Post-Monsoon,27.6,13.3,33.1,66.5,3.89,14.9,1010.6,19717,5.1,None,Low
Kerala,Kochi,9.99806621370665,76.31588203242391,Summer,4.3,45.8,25.9,15.4,4.67,16.1,1005.8,23327,4.8,None,Low
Gujarat,Ahmedabad,23.096959392011186,72.64684584781006,Winter,8.2,16.2,34.8,57.8,1.15,19.5,1002.2,565,8.8,None,Low
Odisha,Bhubaneswar,20.366591469048167,85.76065435403673,Summer,15.2,47.7,31.5,16.3,3.51,18.0,1007.6,6532,2.8,None,Low
Maharashtra,Mumbai,19.04839294531616,72.8871400879742,Winter,11.7,38.6,31.9,67.0,1.98,17.6,1004.2,24685,5.1,None,Low
Gujarat,Ahmedabad,22.954283945118426,72.60814108998353,Post-Monsoon,48.0,19.1,20.5,34.7,2.34,6.0,1011.6,11577,7.1,None,Low
Rajasthan,Jaipur,26.838723397948957,75.87171643648938,Summer,37.6,43.4,29.4,5.3,1.68,11.3,1006.5,23111,5.8,None,Low
Kerala,Kochi,9.885558811666424,76.2646198033946,Winter,45.3,33.3,59.6,67.6,3.51,8.8,1013.0,15803,8.7,None,Low
Rajasthan,Jaipur,26.864797346016292,75.71732509577213,Winter,36.1,32.1,70.6,48.2,2.07,13.8,1010.0,1231,3.1,None,Low
Delhi,New Delhi,28.641528022334818,77.28522993936114,Post-Monsoon,27.2,33.6,72.9,12.6,2.23,18.8,1003.7,6130,6.8,None,Low
Delhi,New Delhi,28.677829787998657,77.28670455805857,Summer,33.4,37.7,37.6,11.7,4.02,11.6,1014.9,24466,7.3,None,Low
Maharashtra,Mumbai,19.153428884957098,72.89085089263091,Summer,33.2,44.3,16.0,1.9,1.15,9.3,1009.3,18375,8.8,None,Low
Maharashtra,Mumbai,18.983264353108115,72.83376804132305,Summer,5.6,41.1,20.2,11.0,1.55,17.8,1001.6,5211,8.0,Drought,Low
Tamil Nadu,Chennai,13.124860345199703,80.23403279071721,Summer,13.4,35.6,27.0,10.0,3.24,7.8,1009.3,18408,6.4,None,Low
West Bengal,Kolkata,22.66202090457678,88.41160827987778,Winter,10.8,10.8,21.6,61.0,3.39,7.7,1010.1,14120,2.4,None,Low
Gujarat,Ahmedabad,22.9985733675055,72.49603670252424,Post-Monsoon,312.8,23.2,61.2,73.4,3.97,167.3,971.4,16806,2.7,Cyclone,High
West Bengal,Kolkata,22.565975561345493,88.38586072444596,Post-Monsoon,48.2,35.0,59.2,51.9,3.43,8.5,1006.7,16525,7.8,None,Low
Assam,Guwahati,26.170413206815475,91.78949069316832,Winter,25.2,14.0,69.7,51.1,1.59,9.7,1001.8,5028,5.7,None,Low
Delhi,New Delhi,28.623185616508923,77.22257469099108,Monsoon,373.4,22.8,71.0,83.4,7.61,10.0,1013.5,17860,2.8,Flood,High
Kerala,Kochi,9.850776517613921,76.1948964872266,Monsoon,211.8,11.0,94.6,95.7,5.22,17.6,1011.1,10556,8.9,None,Low
Rajasthan,Jaipur,26.81959366455547,75.72889333148765,Monsoon,381.3,34.7,86.7,94.2,9.36,12.1,1004.2,10083,6.4,Flood,Moderate
Gujarat,Ahmedabad,23.1052641645334,72.60625913852502,Monsoon,262.9,29.0,94.0,95.4,7.87,7.1,1005.6,11819,5.3,None,Low
Assam,Guwahati,26.111004505862144,91.68596159359431,Monsoon,452.4,26.7,76.6,87.2,7.17,17.1,1004.3,18669,2.9,Flood,High
Odisha,Bhubaneswar,20.356003491019834,85.88689932823647,Monsoon,548.5,21.7,74.3,80.2,6.9,10.7,1008.5,21433,7.4,None,Low
Kerala,Kochi,10.025180522969467,76.24085583757022,Monsoon,572.2,31.7,84.9,92.8,4.54,11.7,1012.1,624,5.8,None,Low
Tamil Nadu,Chennai,13.106052936806327,80.34909777939178,Monsoon,421.6,23.3,82.8,81.8,8.07,10.0,1006.9,21247,2.3,Flood,High
West Bengal,Kolkata,22.64571502821851,88.3529034494043,Summer,10.2,47.1,31.6,0.9,1.53,14.2,1010.0,3933,7.1,None,Low
Maharashtra,Mumbai,19.172273154127343,72.90531221449638,Post-Monsoon,6.3,35.2,41.7,46.6,4.87,16.9,1001.0,3305,2.1,None,Low
West Bengal,Kolkata,22.638759989300652,88.44828215675368,Monsoon,236.4,13.4,99.3,93.7,8.02,16.6,1010.4,17407,8.8,None,Low
Maharashtra,Mumbai,18.98547905409429,72.86310360351396,Post-Monsoon,26.9,27.4,73.3,55.8,3.37,7.3,1004.9,1011,3.6,None,Low
Assam,Guwahati,26.116991526812356,91.74938572021343,Monsoon,557.2,38.4,89.6,99.4,7.22,10.2,1002.5,19521,4.6,Flood,High
Assam,Guwahati,26.18406807805024,91.65529208369125,Winter,14.5,17.2,37.5,22.1,2.04,7.5,1015.0,21848,5.9,None,Low
Assam,Guwahati,26.092983514855828,91.82130097582306,Winter,36.2,17.0,60.5,67.3,1.77,11.1,1006.4,22223,6.2,None,Low
Odisha,Bhubaneswar,20.29620593483911,85.82356564175166,Post-Monsoon,17.4,28.8,40.8,55.7,2.24,15.5,1011.9,18717,6.6,None,Low
Rajasthan,Jaipur,26.8999158902914,75.88177348162907,Monsoon,182.9,30.8,77.6,86.9,6.71,8.8,1007.6,19454,2.6,None,Low
Delhi,New Delhi,28.64935128235458,77.21243193662227,Summer,14.7,36.0,29.3,4.0,3.0,16.0,1007.6,13129,3.4,None,Low
Tamil Nadu,Chennai,13.01587785228176,80.3495011680239,Summer,25.4,39.9,37.7,10.3,1.68,6.8,1011.6,23454,6.9,None,Low
Kerala,Kochi,9.964758305541006,76.36605861068351,Summer,45.7,46.3,21.7,5.4,4.07,11.9,1010.7,19652,2.7,None,Low
Gujarat,Ahmedabad,23.032156565115997,72.56872919382538,Monsoon,152.6,10.4,90.0,89.1,6.49,10.7,1006.0,19767,5.1,None,Low
Tamil Nadu,Chennai,13.113450204962591,80.18043187272082,Winter,30.7,35.3,27.8,44.0,2.02,7.6,1014.4,21240,4.8,None,Low
Gujarat,Ahmedabad,22.92854142243922,72.5015239846801,Monsoon,376.7,14.2,99.3,87.6,4.51,14.6,1001.5,13881,3.1,None,Low
Rajasthan,Jaipur,26.945523444416224,75.77176512453715,Post-Monsoon,3.8,16.4,63.6,24.0,4.76,5.4,1001.5,7476,7.6,None,Low
Maharashtra,Mumbai,19.035373382008487,72.92676601876421,Winter,49.6,21.0,65.4,19.6,1.05,8.3,1005.3,4830,7.9,None,Low
Rajasthan,Jaipur,26.964812821992094,75.72674130562721,Monsoon,281.0,15.4,86.9,99.7,7.16,7.7,1010.3,1418,3.4,None,Low
Maharashtra,Mumbai,19.072612502935044,72.90349102099749,Post-Monsoon,4.7,32.9,67.2,13.1,2.93,12.3,1008.6,9469,3.7,None,Low
Uttarakhand,Dehradun,30.326592444881026,78.0158562704424,Monsoon,362.1,27.1,82.6,91.7,4.55,5.7,1003.4,22026,2.2,None,Low
Rajasthan,Jaipur,26.905934506921188,75.82073526985847,Monsoon,286.2,14.4,95.1,95.3,7.23,10.1,1014.1,6602,8.8,None,Low
Maharashtra,Mumbai,19.043265438485573,72.90547782157408,Monsoon,556.9,11.3,75.9,81.9,10.03,10.7,1013.6,900,6.9,Flood,Moderate
Uttarakhand,Dehradun,30.22552779821913,78.07389075616193,Winter,24.7,28.0,24.7,44.1,2.94,18.3,1010.2,22785,3.6,None,Low
Assam,Guwahati,26.05060137408331,91.81763830502825,Summer,41.7,41.6,38.5,2.6,1.29,17.1,1009.6,20320,4.8,None,Low
Gujarat,Ahmedabad,23.03928646401857,72.53683101532671,Winter,39.2,25.6,42.4,21.2,4.95,10.7,1006.0,1021,3.6,None,Low
Delhi,New Delhi,28.516935177885767,77.2752121865993,Winter,1.1,36.0,63.8,15.4,4.55,15.9,1013.8,9010,3.5,None,Low
Delhi,New Delhi,28.646482582327597,77.28127419698576,Winter,4.5,30.3,61.4,72.8,2.4,15.8,1011.8,10873,8.4,None,Low
Maharashtra,Mumbai,19.039864755862205,72.90606104083938,Monsoon,783.2,27.2,85.4,84.6,5.59,6.1,1014.2,20437,5.3,None,Low
Delhi,New Delhi,28.642236972945287,77.29903558529473,Summer,2.0,42.5,11.0,18.4,3.42,18.4,1012.9,12217,7.8,None,Low
Rajasthan,Jaipur,27.011689740895967,75.75779402839439,Winter,14.2,16.8,29.2,75.8,1.52,17.6,1009.9,14067,3.9,None,Low
Uttarakhand,Dehradun,30.32663008059896,77.99136290229217,Post-Monsoon,40.9,10.8,69.5,79.7,2.29,19.4,1004.5,20094,3.4,None,Low
Maharashtra,Mumbai,19.02457230323971,72.88916804255186,Summer,14.8,37.0,32.1,5.0,4.0,5.7,1010.1,9795,2.1,None,Low
Rajasthan,Jaipur,26.824368946854143,75.78695622160903,Winter,3.1,18.4,27.5,70.3,4.67,10.5,1004.1,14063,3.4,None,Low
Gujarat,Ahmedabad,23.024094780232343,72.49337393451526,Monsoon,172.6,37.5,73.1,83.6,6.65,17.3,1000.0,22663,8.8,None,Low
Rajasthan,Jaipur,26.966051582239967,75.84589258215658,Post-Monsoon,30.2,30.0,23.3,23.5,1.41,5.1,1007.5,14745,2.9,None,Low
Assam,Guwahati,26.049445423346803,91.7888931625237,Winter,30.8,31.2,47.5,72.4,3.79,7.0,1003.4,22595,7.8,None,Low
Gujarat,Ahmedabad,23.0740171896501,72.53979292587711,Post-Monsoon,45.8,38.7,21.1,48.4,3.11,11.0,1009.5,13061,6.9,None,Low
Assam,Guwahati,26.21491011971782,91.68476769624186,Summer,5.3,41.2,25.3,5.8,2.87,15.6,1005.4,16552,6.9,Drought,Moderate
Kerala,Kochi,9.94290245966783,76.29694438950429,Post-Monsoon,23.0,21.8,78.1,75.4,3.49,11.2,1011.3,7108,5.4,None,Low
Tamil Nadu,Chennai,13.054597297781843,80.2985598655163,Post-Monsoon,29.1,27.3,66.6,39.4,3.12,17.7,1008.9,3031,4.0,None,Low
Uttarakhand,Dehradun,30.224672405559705,78.01633593338613,Summer,45.6,45.3,35.3,13.5,3.89,17.1,1002.5,9872,8.6,None,Low
Odisha,Bhubaneswar,20.32921350441432,85.89335319769012,Monsoon,681.9,31.1,80.4,94.1,9.82,19.1,1008.1,572,3.1,Flood,High
Delhi,New Delhi,28.538252117873395,77.22997893397466,Winter,19.4,24.9,24.1,78.2,3.25,6.3,1000.9,21417,8.3,None,Low
Tamil Nadu,Chennai,13.064247270011233,80.34906973441298,Monsoon,659.8,24.0,79.7,91.9,6.31,19.5,1003.6,2843,4.8,None,Low
Maharashtra,Mumbai,18.98557841300373,72.81335808194139,Winter,17.9,21.4,41.9,52.3,2.54,17.9,1004.6,9539,8.2,None,Low
Assam,Guwahati,26.122651322577646,91.65799905773353,Post-Monsoon,10.6,19.9,68.7,32.1,4.48,17.1,1006.9,11861,5.0,None,Low
Delhi,New Delhi,28.633800445118005,77.27569591909085,Winter,13.7,26.6,65.0,42.9,2.83,17.6,1001.5,20232,6.3,None,Low
West Bengal,Kolkata,22.480927208034494,88.27496782157888,Summer,16.2,39.6,32.6,5.6,3.5,5.6,1014.9,11588,7.6,None,Low
Delhi,New Delhi,28.582345152917906,77.21210464762079,Summer,32.4,41.0,35.1,8.4,1.89,17.4,1003.7,21892,7.0,None,Low
Delhi,New Delhi,28.71106836349388,77.23082284983366,Monsoon,235.3,26.3,74.1,96.8,7.22,11.6,1001.2,23288,8.3,None,Low
West Bengal,Kolkata,22.533931023129952,88.386223289347,Winter,17.5,23.3,42.9,79.3,4.11,12.3,1002.9,5124,7.3,None,Low
Odisha,Bhubaneswar,20.21262970764427,85.87134889921207,Monsoon,688.3,17.2,96.7,82.8,10.14,12.1,1010.9,15799,6.3,Flood,High
Odisha,Bhubaneswar,20.303774853326665,85.92407777440759,Post-Monsoon,15.6,12.1,52.6,72.3,1.58,19.9,1007.8,535,3.9,None,Low
Delhi,New Delhi,28.669378834973074,77.20575079910608,Monsoon,314.8,19.4,92.3,97.5,6.56,17.2,1004.9,21883,7.4,None,Low
Tamil Nadu,Chennai,13.034853262521333,80.24084711410987,Post-Monsoon,27.3,12.2,54.2,29.1,2.42,18.7,1006.4,2681,2.2,None,Low
West Bengal,Kolkata,22.539392456561767,88.37261280464567,Post-Monsoon,5.1,36.7,54.8,79.7,3.44,7.6,1004.0,22848,8.8,None,Low
Odisha,Bhubaneswar,20.311283723044866,85.92211277173975,Monsoon,765.4,25.5,91.3,88.8,6.01,9.8,1012.0,14336,5.5,None,Low
Tamil Nadu,Chennai,13.008209955925965,80.33175090963114,Monsoon,753.4,36.9,73.1,91.7,9.59,17.1,1011.4,21877,6.7,Flood,High
Assam,Guwahati,26.21360875132608,91.65241801836211,Winter,25.3,14.1,42.5,44.3,1.84,11.8,1002.1,24859,8.9,None,Low
Maharashtra,Mumbai,19.062993107759965,72.9226886236954,Winter,46.4,29.7,42.9,17.6,2.37,16.5,1002.3,4186,3.6,None,Low
Rajasthan,Jaipur,26.85397198942874,75.78777192327128,Summer,9.6,43.1,36.1,5.1,1.28,7.4,1013.1,569,6.7,Drought,Low
Gujarat,Ahmedabad,23.009328001987836,72.56414996421977,Monsoon,379.9,26.6,79.2,83.1,7.25,7.7,1007.9,17742,2.4,Flood,High
Uttarakhand,Dehradun,30.247243313804546,77.9564841810546,Summer,10.4,39.1,37.8,18.3,2.72,6.4,1011.5,15069,8.1,None,Low
Uttarakhand,Dehradun,30.29811100034088,78.08627166351144,Winter,14.5,37.2,33.0,75.3,3.22,15.8,1003.3,14318,7.3,None,Low
Tamil Nadu,Chennai,13.086116146452753,80.2410448091918,Winter,28.8,24.4,47.8,47.1,3.26,13.8,1007.4,3756,7.9,None,Low
Assam,Guwahati,26.08840869322964,91.68380054815277,Monsoon,370.1,27.8,77.0,93.2,8.65,6.1,1002.2,12181,2.2,Flood,High
Odisha,Bhubaneswar,20.292010080009018,85.73385278115873,Summer,5.9,47.5,37.5,12.2,4.15,15.7,1003.3,2496,8.9,Drought,Low
Kerala,Kochi,9.930735449921318,76.31158774620265,Post-Monsoon,10.8,11.2,67.1,65.7,4.7,9.7,1014.3,23042,3.2,None,Low
Maharashtra,Mumbai,18.989826264249455,72.78258066206514,Winter,39.7,33.2,75.9,16.6,3.49,5.7,1013.2,23362,5.1,None,Low
Odisha,Bhubaneswar,20.27308847539817,85.88269523693896,Summer,49.5,37.3,28.4,3.9,4.15,6.8,1000.6,18833,7.0,None,Low
Maharashtra,Mumbai,19.125349595011127,72.91761884730805,Summer,15.5,40.7,26.8,4.0,3.66,5.1,1001.8,7580,8.8,None,Low
Maharashtra,Mumbai,19.064789121180358,72.92260516988885,Summer,39.4,37.7,36.9,9.4,1.72,17.1,1012.2,15318,7.9,None,Low
Assam,Guwahati,26.243974559252983,91.6575183925865,Summer,29.9,45.8,15.9,19.1,3.66,13.3,1005.6,13790,6.8,None,Low
Kerala,Kochi,9.870986015085624,76.35799917533548,Monsoon,438.4,23.0,96.1,83.3,3.78,10.5,1007.6,20628,5.9,None,Low
Kerala,Kochi,9.985264628225787,76.31169589799275,Winter,9.5,25.6,28.2,49.4,2.28,11.2,1002.6,24543,3.1,None,Low
Tamil Nadu,Chennai,13.045479404951077,80.25450230333139,Winter,22.0,22.7,57.7,42.2,2.71,19.6,1014.5,9962,4.4,None,Low
Kerala,Kochi,9.860483484927835,76.30879514026181,Post-Monsoon,44.2,36.3,74.7,64.4,2.14,10.4,1001.6,834,3.9,None,Low
Kerala,Kochi,9.843876771155111,76.23454824457393,Post-Monsoon,34.6,12.5,44.8,15.4,4.9,19.6,1008.5,15993,2.8,None,Low
Delhi,New Delhi,28.589168138856063,77.23901094014056,Winter,24.6,10.4,39.1,72.9,2.65,13.2,1013.3,24075,6.6,None,Low
Gujarat,Ahmedabad,23.106041846558433,72.62001524314843,Post-Monsoon,1.1,36.2,71.2,25.5,2.6,15.4,1013.4,10079,5.2,None,Low
Odisha,Bhubaneswar,20.252481699500027,85.81688331619627,Winter,41.6,33.1,77.9,35.1,2.52,16.0,1009.3,11376,2.6,None,Low
Assam,Guwahati,26.15402397944368,91.70109215561477,Post-Monsoon,17.7,24.8,26.1,34.1,1.32,15.9,1005.4,7170,8.8,None,Low
Maharashtra,Mumbai,19.105396925649007,72.9314160008541,Monsoon,463.2,30.1,86.4,87.6,7.72,15.9,1010.2,17109,2.1,Flood,High
Tamil Nadu,Chennai,13.152240395722146,80.30175875485466,Monsoon,554.0,34.4,79.5,85.3,6.93,19.2,1001.0,7609,4.3,None,Low
Tamil Nadu,Chennai,13.068577859724439,80.28500072126805,Post-Monsoon,320.2,37.7,50.0,72.4,1.18,98.1,974.2,20289,3.1,None,Low
Tamil Nadu,Chennai,13.177299925584785,80.21442842624707,Summer,21.8,41.8,12.3,6.6,3.62,16.5,1008.1,539,6.1,None,Low
West Bengal,Kolkata,22.612175233515817,88.26711444934946,Summer,17.2,47.5,10.0,14.6,4.22,15.1,1004.4,8474,5.9,None,Low
West Bengal,Kolkata,22.637526123047877,88.3747531011941,Summer,35.3,39.1,29.2,15.3,4.3,7.5,1009.3,8629,3.6,None,Low
Maharashtra,Mumbai,19.1029696321348,72.89932817973683,Winter,0.7,38.9,71.0,33.7,2.77,9.7,1002.1,24009,8.0,None,Low
West Bengal,Kolkata,22.506969183892032,88.38624694205353,Monsoon,624.6,16.5,71.4,89.0,6.23,15.0,1013.0,11645,8.0,None,Low
Tamil Nadu,Chennai,13.059830581340304,80.25512768347504,Monsoon,246.6,25.2,93.0,84.8,8.35,6.3,1003.8,17321,7.9,None,Low
Delhi,New Delhi,28.697766301429407,77.29955280489087,Winter,21.0,31.8,61.0,57.0,2.11,12.4,1010.0,14879,2.8,None,Low
Assam,Guwahati,26.09041557480826,91.67105214616022,Winter,12.0,14.8,48.7,30.0,2.14,6.8,1010.9,19301,3.6,None,Low
Uttarakhand,Dehradun,30.40377661100604,77.97769344724001,Winter,10.7,31.3,44.9,16.5,2.01,19.0,1013.4,16412,7.1,None,Low
Odisha,Bhubaneswar,20.24769081264778,85.75862406672739,Post-Monsoon,315.2,28.3,42.2,75.1,4.9,151.0,960.3,5942,4.2,Cyclone,High
Gujarat,Ahmedabad,23.117071723659933,72.60345528588377,Monsoon,149.1,29.9,77.6,81.2,7.3,5.8,1004.0,14425,2.3,None,Low
Gujarat,Ahmedabad,23.04785098052713,72.51095743234609,Post-Monsoon,49.3,11.7,57.1,16.7,3.88,16.2,1012.3,14117,8.2,None,Low
Kerala,Kochi,10.021321270287409,76.31255554955494,Winter,16.4,27.6,62.8,56.3,4.37,8.7,1004.1,19301,2.1,None,Low
Tamil Nadu,Chennai,13.177142506550013,80.1813164966844,Monsoon,217.5,36.1,76.3,96.6,6.39,14.3,1014.4,3116,6.9,None,Low
Delhi,New Delhi,28.626695525294693,77.28824933986051,Monsoon,191.4,35.8,73.1,84.3,8.32,13.7,1008.1,20576,6.7,None,Low
Odisha,Bhubaneswar,20.22029440730409,85.85767429195275,Post-Monsoon,33.8,13.7,33.0,21.6,3.83,18.2,1014.3,11756,7.3,None,Low
Maharashtra,Mumbai,19.02409133804484,72.9532279862777,Post-Monsoon,3.8,31.0,30.2,52.4,2.99,9.1,1012.1,4700,6.6,None,Low
West Bengal,Kolkata,22.66277484111848,88.38048297860833,Monsoon,221.3,26.8,81.9,93.8,7.79,14.3,1006.7,1528,2.5,None,Low
Maharashtra,Mumbai,19.026961393951435,72.80061983072639,Post-Monsoon,41.9,22.7,44.9,73.4,3.07,5.1,1008.7,20806,8.5,None,Low
Kerala,Kochi,9.999025600344597,76.17553776678704,Winter,41.6,33.9,69.8,61.9,1.9,19.3,1005.9,16889,4.2,None,Low
Assam,Guwahati,26.118518570853496,91.83609113581328,Winter,13.1,34.4,36.6,60.4,2.74,7.1,1012.0,22981,9.0,None,Low
Rajasthan,Jaipur,26.83282300936717,75.76968846522442,Monsoon,256.9,16.8,75.0,94.4,8.89,9.5,1002.6,14390,3.1,None,Low
Delhi,New Delhi,28.594179220713535,77.11173864046862,Summer,27.7,43.0,13.7,6.4,4.13,19.2,1001.7,1954,2.8,None,Low
Maharashtra,Mumbai,19.10545500997231,72.95904522980364,Post-Monsoon,16.6,15.3,22.9,31.8,2.81,8.2,1003.0,9135,7.3,None,Low
Gujarat,Ahmedabad,22.976553054030187,72.52800611472239,Winter,25.1,11.7,37.5,46.6,2.96,12.9,1013.0,16176,2.3,None,Low
Rajasthan,Jaipur,26.982557485173604,75.71259494725972,Winter,5.1,21.0,33.8,19.2,3.82,11.0,1013.6,12325,6.3,None,Low
Assam,Guwahati,26.241077928345636,91.82004281508657,Monsoon,276.0,25.5,85.7,97.8,6.25,5.3,1002.8,14379,7.0,None,Low
Uttarakhand,Dehradun,30.218183974247115,77.94320555769869,Monsoon,186.0,33.5,87.5,81.4,7.68,14.7,1009.9,3443,4.2,None,Low
Delhi,New Delhi,28.53713361595593,77.19855941221792,Winter,30.4,14.4,69.4,31.2,3.09,5.4,1012.3,14063,2.2,None,Low
Assam,Guwahati,26.119407389353984,91.76987979562476,Winter,16.5,17.5,57.0,13.2,4.29,5.9,1011.4,24245,7.6,None,Low
Rajasthan,Jaipur,26.923351209108024,75.77685584988714,Winter,37.2,38.5,79.8,50.7,3.42,19.9,1014.3,8288,8.5,None,Low
Odisha,Bhubaneswar,20.373348326002528,85.9206212065294,Winter,15.3,11.3,22.5,77.9,4.95,13.2,1005.7,15808,5.1,None,Low
Rajasthan,Jaipur,26.963963168642522,75.71350945483852,Winter,27.3,15.8,67.6,25.5,2.01,17.5,1009.1,17085,3.6,None,Low
Rajasthan,Jaipur,26.858439885194155,75.74144226700807,Post-Monsoon,6.9,36.4,29.6,23.5,2.97,9.7,1012.6,21592,4.7,None,Low
West Bengal,Kolkata,22.597810721008877,88.46226190886001,Summer,48.1,38.2,23.6,4.1,4.81,11.1,1009.0,6486,4.2,None,Low
Odisha,Bhubaneswar,20.324551776239637,85.85786913724804,Summer,17.3,45.2,29.9,15.3,1.93,18.8,1010.6,2117,5.6,None,Low
Delhi,New Delhi,28.665696609837326,77.22467193310983,Post-Monsoon,17.9,15.1,54.6,55.5,1.82,9.3,1014.9,10625,6.4,None,Low
Tamil Nadu,Chennai,13.031792094444718,80.1901861424003,Monsoon,285.3,39.0,86.6,94.9,8.17,18.7,1011.1,20828,6.6,None,Low
Delhi,New Delhi,28.558521782071537,77.11749439731096,Winter,43.5,25.7,49.5,71.6,1.04,15.4,1000.4,9271,2.4,None,Low
Kerala,Kochi,9.9312339943716,76.34464596723264,Winter,17.6,11.2,69.1,34.3,2.32,14.2,1002.4,3590,2.9,None,Low
Rajasthan,Jaipur,26.96156840610499,75.71832969403023,Post-Monsoon,45.4,31.2,57.6,70.5,3.11,9.6,1004.4,3420,5.8,None,Low
Maharashtra,Mumbai,19.152454531256904,72.8048981834003,Summer,20.2,37.7,12.4,14.2,2.86,13.3,1006.7,13337,7.9,None,Low
Delhi,New Delhi,28.588543632358,77.30844737949054,Summer,33.4,44.2,10.9,2.4,1.69,15.3,1004.2,15529,2.6,None,Low
Tamil Nadu,Chennai,13.14675496227604,80.30460325797384,Monsoon,505.8,13.2,80.6,92.8,10.43,11.7,1011.8,13716,5.2,Flood,High
Delhi,New Delhi,28.698549845539038,77.1594551718112,Monsoon,190.3,13.1,82.3,81.0,9.01,6.8,1001.4,19907,8.6,None,Low
Kerala,Kochi,9.878419464697206,76.28973415207308,Monsoon,578.5,26.6,96.9,89.7,6.86,14.4,1002.8,6958,3.8,None,Low
